FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE_AGGR,Aggregato,ADJUSTMENT,Correzione,EDITION,Edizione,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione',NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE_AGGR,Aggregato (NOTE_DATA_TYPE_AGGR),NOTE_ADJUSTMENT,Correzione (NOTE_ADJUSTMENT),NOTE_EDITION,Edizione (NOTE_EDITION),BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
A,Annuale,ITD2,Provincia Autonoma Trento,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2018,542.8,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2019,544.6,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2020,543.8,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2021,541.6,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2022,542,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2023,544.1,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD3,Veneto,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M1,Gen-2025,2021,4858.8,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,T_BIS__2025M1_N2,'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i "'Conti ed aggregati economici nazionali annuali"', edizione settembre 2024.',,,,,,
A,Annuale,ITD3,Veneto,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M1,Gen-2025,2022,4848.6,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,T_BIS__2025M1_N2,'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i "'Conti ed aggregati economici nazionali annuali"', edizione settembre 2024.',,,,,,
A,Annuale,ITD3,Veneto,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M1,Gen-2025,2023,4850.9,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,T_BIS__2025M1_N2,'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i "'Conti ed aggregati economici nazionali annuali"', edizione settembre 2024.',,,,,,
A,Annuale,ITD3,Veneto,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2014,4904.2,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD3,Veneto,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2015,4896.7,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD3,Veneto,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2016,4887,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD3,Veneto,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2017,4882.2,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD3,Veneto,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2018,4882.8,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD3,Veneto,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2019,4881.9,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD3,Veneto,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2020,4874.5,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD3,Veneto,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2021,4858.8,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD3,Veneto,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2022,4848.6,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD3,Veneto,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2023,4850.9,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD4,Friuli-Venezia Giulia,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M1,Gen-2025,2021,1198.1,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,T_BIS__2025M1_N2,'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i "'Conti ed aggregati economici nazionali annuali"', edizione settembre 2024.',,,,,,
A,Annuale,ITD4,Friuli-Venezia Giulia,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M1,Gen-2025,2022,1194.4,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,T_BIS__2025M1_N2,'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i "'Conti ed aggregati economici nazionali annuali"', edizione settembre 2024.',,,,,,
A,Annuale,ITD4,Friuli-Venezia Giulia,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M1,Gen-2025,2023,1194.4,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,T_BIS__2025M1_N2,'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i "'Conti ed aggregati economici nazionali annuali"', edizione settembre 2024.',,,,,,
A,Annuale,ITD4,Friuli-Venezia Giulia,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2014,1223.3,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD4,Friuli-Venezia Giulia,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2015,1218.9,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD4,Friuli-Venezia Giulia,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2016,1214.5,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD4,Friuli-Venezia Giulia,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2017,1212,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD4,Friuli-Venezia Giulia,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2018,1210.8,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD4,Friuli-Venezia Giulia,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2019,1208.3,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD4,Friuli-Venezia Giulia,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2020,1203.9,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD4,Friuli-Venezia Giulia,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2021,1198.1,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD4,Friuli-Venezia Giulia,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2022,1194.4,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD4,Friuli-Venezia Giulia,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2023,1194.4,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD5,Emilia-Romagna,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M1,Gen-2025,2021,4433.4,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,T_BIS__2025M1_N2,'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i "'Conti ed aggregati economici nazionali annuali"', edizione settembre 2024.',,,,,,
A,Annuale,ITD5,Emilia-Romagna,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M1,Gen-2025,2022,4431.5,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,T_BIS__2025M1_N2,'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i "'Conti ed aggregati economici nazionali annuali"', edizione settembre 2024.',,,,,,
A,Annuale,ITD5,Emilia-Romagna,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M1,Gen-2025,2023,4444.8,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,T_BIS__2025M1_N2,'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i "'Conti ed aggregati economici nazionali annuali"', edizione settembre 2024.',,,,,,
A,Annuale,ITD5,Emilia-Romagna,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2014,4433.3,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD5,Emilia-Romagna,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2015,4434.9,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD5,Emilia-Romagna,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2016,4437.6,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD5,Emilia-Romagna,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2017,4442.8,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD5,Emilia-Romagna,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2018,4452.7,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD5,Emilia-Romagna,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2019,4461.8,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD5,Emilia-Romagna,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2020,4451.5,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD5,Emilia-Romagna,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2021,4433.4,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD5,Emilia-Romagna,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2022,4431.5,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITD5,Emilia-Romagna,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2023,4444.8,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE,Centro,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M1,Gen-2025,2021,11754.2,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,T_BIS__2025M1_N2,'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i "'Conti ed aggregati economici nazionali annuali"', edizione settembre 2024.',,,,,,
A,Annuale,ITE,Centro,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M1,Gen-2025,2022,11723.6,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,T_BIS__2025M1_N2,'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i "'Conti ed aggregati economici nazionali annuali"', edizione settembre 2024.',,,,,,
A,Annuale,ITE,Centro,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M1,Gen-2025,2023,11717.1,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,T_BIS__2025M1_N2,'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i "'Conti ed aggregati economici nazionali annuali"', edizione settembre 2024.',,,,,,
A,Annuale,ITE,Centro,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2014,11914,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE,Centro,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2015,11914.3,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE,Centro,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2016,11909.7,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE,Centro,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2017,11899.2,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE,Centro,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2018,11878.9,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE,Centro,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2019,11849.8,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE,Centro,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2020,11809,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE,Centro,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2021,11754.2,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE,Centro,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2022,11723.6,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE,Centro,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2023,11717.1,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE1,Toscana,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M1,Gen-2025,2021,3678,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,T_BIS__2025M1_N2,'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i "'Conti ed aggregati economici nazionali annuali"', edizione settembre 2024.',,,,,,
A,Annuale,ITE1,Toscana,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M1,Gen-2025,2022,3662.6,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,T_BIS__2025M1_N2,'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i "'Conti ed aggregati economici nazionali annuali"', edizione settembre 2024.',,,,,,
A,Annuale,ITE1,Toscana,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M1,Gen-2025,2023,3661.3,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,T_BIS__2025M1_N2,'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i "'Conti ed aggregati economici nazionali annuali"', edizione settembre 2024.',,,,,,
A,Annuale,ITE1,Toscana,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2014,3741.7,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE1,Toscana,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2015,3732.7,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE1,Toscana,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2016,3723.9,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE1,Toscana,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2017,3716.7,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE1,Toscana,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2018,3706.7,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE1,Toscana,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2019,3696.9,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE1,Toscana,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2020,3692.7,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE1,Toscana,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2021,3678,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE1,Toscana,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2022,3662.6,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE1,Toscana,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2023,3661.3,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE2,Umbria,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M1,Gen-2025,2021,862.1,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,T_BIS__2025M1_N2,'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i "'Conti ed aggregati economici nazionali annuali"', edizione settembre 2024.',,,,,,
A,Annuale,ITE2,Umbria,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M1,Gen-2025,2022,857.6,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,T_BIS__2025M1_N2,'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i "'Conti ed aggregati economici nazionali annuali"', edizione settembre 2024.',,,,,,
A,Annuale,ITE2,Umbria,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M1,Gen-2025,2023,854.7,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,T_BIS__2025M1_N2,'Edizione Gennaio 2025: Revisione generale 2024 - La serie dei dati è coerente con i "'Conti ed aggregati economici nazionali annuali"', edizione settembre 2024.',,,,,,
A,Annuale,ITE2,Umbria,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2014,890.2,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE2,Umbria,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2015,886.2,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
A,Annuale,ITE2,Umbria,POP,Popolazione media (in uso in contabilità nazionale),N,Dati grezzi,2025M6,Giu-2025,2016,882.5,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,,,,
